;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
1519;NA;NA;NA;NA;NA;NA;NA;17614839;18801444;18848998;19773547;21593438;21613471;22267534;25542687;25297934;26899342;28242473
1520;NA;NA;NA;NA;NA;NA;NA;17372726;18440748;18633831;19940790;20825290;21709173;23750943;24954281;26423093;27546446;27603181
1521;NA;NA;NA;NA;NA;NA;NA;17954778;18815099;18789967;20573895;21514059;22230946;23217459;24268934;26243879;26908316;28333707
1522;NA;NA;NA;NA;NA;NA;NA;17126370;18175859;18838100;20816040;21703351;23029437;23934630;23450847;26269638;27295200;25986127
1523;NA;NA;NA;NA;NA;NA;NA;17267555;18772259;19818908;20219443;21270772;22583859;23228312;24439485;26313134;26382634;28100735
1524;NA;NA;NA;NA;NA;NA;NA;17996854;18524976;19340101;20060911;20600989;22123940;23946275;24971880;24788581;26882968;27693282
1525;NA;NA;NA;NA;NA;NA;NA;16648455;18718872;19120444;20608963;22432905;21823208;22105620;23815561;25498951;26113631;28546307
1526;NA;NA;NA;NA;NA;NA;NA;17298962;18478211;19216061;20060914;21109008;22374353;24376494;25350758;25706827;27362339;28256779
1527;NA;NA;NA;NA;NA;NA;NA;17634566;18504635;19376243;19929761;21477286;22849401;23734202;24993897;26071624;27636672;28808037
1528;NA;NA;NA;NA;NA;NA;NA;17943000;18248794;19679384;20419370;21757188;22398297;23062585;25012896;25793291;26561595;28881454
1529;NA;NA;NA;NA;NA;NA;NA;17878070;18661163;19442744;19770058;22159109;22399768;24206639;25101864;26019312;27102895;27015258
1530;NA;NA;NA;NA;NA;NA;NA;17604351;18672076;19199406;20631188;21484518;21625010;22130092;24882167;26382734;26931814;28792094
1531;NA;NA;NA;NA;NA;NA;NA;17137794;18226937;18578603;20705926;21931832;23197708;22821858;24270731;25673866;26505139;28871031
1532;NA;NA;NA;NA;NA;NA;NA;17366278;18004954;19330592;20453040;21906049;21945792;23363413;25279457;26409018;26555033;28420795
1533;NA;NA;NA;NA;NA;NA;NA;17267613;18378397;18536699;19878729;21427462;22414993;23046903;25108181;26163803;27874089;27583567
1534;NA;NA;NA;NA;NA;NA;NA;NA;17350142;18266244;20477775;21307266;21690262;23041528;24530436;25445785;27091600;28059764
1535;NA;NA;NA;NA;NA;NA;NA;NA;18715725;18976715;20027572;21357880;22448223;23706702;23749875;25265277;27821732;28551555
1536;NA;NA;NA;NA;NA;NA;NA;NA;19552302;19181695;20680995;21359508;21709174;24349161;24642381;25529800;26843642;28571617
1537;NA;NA;NA;NA;NA;NA;NA;NA;18270173;19494153;20025979;21775513;22701631;23840787;24893706;25773627;26899782;28704424
1538;NA;NA;NA;NA;NA;NA;NA;NA;18306450;19072896;20724113;21245277;22819177;23163416;24713451;25164969;28180068;28032303
1539;NA;NA;NA;NA;NA;NA;NA;NA;18595803;19794319;19966326;21690000;22170969;23933469;24478377;25778652;26381159;28669903
1540;NA;NA;NA;NA;NA;NA;NA;NA;17636563;19588282;20977551;21325523;22100455;23300977;24047377;26475784;27310812;28395907
1541;NA;NA;NA;NA;NA;NA;NA;NA;17686467;19964850;19846064;21196782;22337252;22275721;24060832;26180206;26702775;27796303
1542;NA;NA;NA;NA;NA;NA;NA;NA;18004949;19111526;20926657;20665723;22855795;23938766;24736172;26272039;27058280;28032685
1543;NA;NA;NA;NA;NA;NA;NA;NA;18172628;19361561;20083394;21676378;21938758;23574124;24440410;25999039;27845359;28687603
1544;NA;NA;NA;NA;NA;NA;NA;NA;18580572;19710182;20395556;21382356;21651986;23451038;24637623;25648705;26645206;28192130
1545;NA;NA;NA;NA;NA;NA;NA;NA;18093809;18095282;20628333;21813786;23054670;23359872;25389905;25223905;27366831;28446254
1546;NA;NA;NA;NA;NA;NA;NA;NA;18434091;19188113;20810685;21169809;22079455;24124475;23748202;25567424;27093447;29078366
1547;NA;NA;NA;NA;NA;NA;NA;NA;18245039;18823226;20736866;21262054;22764214;23297860;24669789;25844310;27613997;28065182
1548;NA;NA;NA;NA;NA;NA;NA;NA;18971465;18072279;20225221;21596143;22365466;22770886;24316005;25895592;26585259;28796033
1549;NA;NA;NA;NA;NA;NA;NA;NA;18617009;19447098;20123030;21664605;22993443;23277111;24362760;25557318;27272314;28455370
1550;NA;NA;NA;NA;NA;NA;NA;NA;18425505;19507155;20299389;21992162;22475855;23316957;24922622;25301352;27491682;27160257
1551;NA;NA;NA;NA;NA;NA;NA;NA;18666116;18570197;20412150;21885284;22994286;23893789;25610767;26290233;26958462;28678984
1552;NA;NA;NA;NA;NA;NA;NA;NA;17707939;19103254;19744565;20504869;22820235;23066732;25264675;25734897;27707964;29059201
1553;NA;NA;NA;NA;NA;NA;NA;NA;18923030;19782686;19632787;20928868;23079152;22038783;24478343;26305064;26306810;28323164
1554;NA;NA;NA;NA;NA;NA;NA;NA;18201130;18537112;19789184;21189415;23034518;23333986;24411804;25527113;27181883;28011250
1555;NA;NA;NA;NA;NA;NA;NA;NA;17904784;19120413;20528824;21601585;22686520;24227733;23685774;26287488;27015792;28365777
1556;NA;NA;NA;NA;NA;NA;NA;NA;18329905;19584921;20036266;21439268;21416563;23684849;24998897;24647755;27302219;28875598
1557;NA;NA;NA;NA;NA;NA;NA;NA;18394924;18692790;20823246;23382152;22457458;23587690;24353304;26030776;27223814;28725549
1558;NA;NA;NA;NA;NA;NA;NA;NA;18559294;19118131;20025856;21613489;21784161;23072431;24495660;25408305;26701295;25800211
1559;NA;NA;NA;NA;NA;NA;NA;NA;17882232;19457379;20555311;21195198;22806646;23392667;24424389;25409596;27783807;28158874
1560;NA;NA;NA;NA;NA;NA;NA;NA;18757284;19566254;19645826;21264936;21827294;23815458;24357070;25769397;27725727;28379542
1561;NA;NA;NA;NA;NA;NA;NA;NA;18267005;19155156;21164173;20858488;21824835;23178958;24936974;25605941;26956421;28242678
1562;NA;NA;NA;NA;NA;NA;NA;NA;18406434;19574009;19683258;21928385;22434537;23933055;25453166;26153778;27177762;28193532
1563;NA;NA;NA;NA;NA;NA;NA;NA;17598166;19505584;20079443;21529375;23115195;22643242;24712649;25370452;26096546;28691842
1564;NA;NA;NA;NA;NA;NA;NA;NA;18773731;19361264;20018360;20974265;22201061;22841350;24646808;25665965;27810936;28737296
1565;NA;NA;NA;NA;NA;NA;NA;NA;18005219;19725251;20532906;21812557;22672735;23958585;24145376;25047685;26418510;28338783
1566;NA;NA;NA;NA;NA;NA;NA;NA;18814466;19505583;19747929;21261453;22265373;23727827;25166875;26233860;27592809;26935551
1567;NA;NA;NA;NA;NA;NA;NA;NA;18657177;19059349;21148006;21220097;22814368;23342130;24449585;25244436;26727304;27798254
1568;NA;NA;NA;NA;NA;NA;NA;NA;18571435;19617860;19718654;20842749;22131377;23732817;23582377;25436672;27039697;27647312
1569;NA;NA;NA;NA;NA;NA;NA;NA;18541794;18266217;20303474;21656217;21051105;23404820;25084224;23518786;26348557;27837919
1570;NA;NA;NA;NA;NA;NA;NA;NA;18184777;19327400;20300635;21426929;21871571;22198970;23859922;25821147;26484827;28153927
1571;NA;NA;NA;NA;NA;NA;NA;NA;18022320;18977304;20616672;22017997;22865482;23391557;25251396;26407495;26342528;28056453
1572;NA;NA;NA;NA;NA;NA;NA;NA;17962925;19129395;20152908;21640835;22038718;22437052;24814210;26484697;26887524;27915210
1573;NA;NA;NA;NA;NA;NA;NA;NA;19118174;19567340;20091791;21206243;22300813;23206874;24327313;26317858;26923412;28987904
1574;NA;NA;NA;NA;NA;NA;NA;NA;17881015;19036544;20805540;21382560;21511824;23266747;24222405;26026255;27974572;27742601
1575;NA;NA;NA;NA;NA;NA;NA;NA;17548799;18559283;20726875;21414901;21958459;22569187;25208199;26114921;26489975;27452295
1576;NA;NA;NA;NA;NA;NA;NA;NA;18282307;19809125;20035882;21447350;22208967;22109998;25161893;25390198;27321248;28236751
1577;NA;NA;NA;NA;NA;NA;NA;NA;18201127;19038275;20578030;20887793;22693639;23198891;24055334;26083375;26951096;28992270
1578;NA;NA;NA;NA;NA;NA;NA;NA;18937377;19576772;19995868;21238596;21989805;24277856;24549102;26579972;27253724;26455807
1579;NA;NA;NA;NA;NA;NA;NA;NA;17981338;18835581;20629484;21958514;22854930;23526799;24639493;26125586;26463519;29039129
1580;NA;NA;NA;NA;NA;NA;NA;NA;18495880;19643917;20117894;21332594;23366479;23453934;23603284;26502262;26875927;28029717
1581;NA;NA;NA;NA;NA;NA;NA;NA;18048370;19365394;20351022;21592741;22074819;22351648;25063422;26300387;27742470;28856093
1582;NA;NA;NA;NA;NA;NA;NA;NA;17977025;18669589;19522883;20869122;21840404;23460411;25038435;25637170;27441590;28688343
1583;NA;NA;NA;NA;NA;NA;NA;NA;18445214;19481453;20129761;20336685;22207247;24135133;24702449;25241083;26807840;28571652
1584;NA;NA;NA;NA;NA;NA;NA;NA;18208887;19228981;20005295;21925521;21893386;24265717;23033120;26363970;27436593;27358320
1585;NA;NA;NA;NA;NA;NA;NA;NA;19109512;18957312;19937724;21376065;22245527;23879268;25036008;25801712;26843643;28850882
1586;NA;NA;NA;NA;NA;NA;NA;NA;18294820;19398014;21179436;21533711;22123187;23771211;23696280;25641572;26924671;28660668
1587;NA;NA;NA;NA;NA;NA;NA;NA;17290367;18839095;19199419;21565227;22287251;23747482;25570386;26080318;26925304;28828187
1588;NA;NA;NA;NA;NA;NA;NA;NA;18465798;19048015;20711467;21424188;22484305;23933473;23867077;25359694;26708014;27785843
1589;NA;NA;NA;NA;NA;NA;NA;NA;18789930;19666577;20150252;21368085;22227457;23840392;24502922;25532443;27599373;28338742
1590;NA;NA;NA;NA;NA;NA;NA;NA;18063566;19135072;21098967;21718449;21993981;24320459;24904993;25241394;26797654;27930861
1591;NA;NA;NA;NA;NA;NA;NA;NA;18050341;19152772;20166792;21229616;22721595;23010578;23425890;26668397;26089109;26781484
1592;NA;NA;NA;NA;NA;NA;NA;NA;18387583;19328237;20543296;20691792;21884714;23337869;25438043;25577954;26968146;28174031
1593;NA;NA;NA;NA;NA;NA;NA;NA;18675363;18723260;19862697;21940454;23163249;22632813;24824899;25862267;26778366;28199893
1594;NA;NA;NA;NA;NA;NA;NA;NA;18413289;19963904;20660263;20882550;22450297;23867619;24800631;26417673;26949290;28374089
1595;NA;NA;NA;NA;NA;NA;NA;NA;17390315;19891800;20934811;20350186;22366326;23303919;24976498;26490862;25214311;28748787
1596;NA;NA;NA;NA;NA;NA;NA;NA;18052784;19765205;19786107;21440645;22363406;22121040;24475030;26138610;26505303;28317116
1597;NA;NA;NA;NA;NA;NA;NA;NA;18588986;19761323;20123026;20886577;22465298;24044427;23709643;25459101;26530736;28323159
1598;NA;NA;NA;NA;NA;NA;NA;NA;18479876;19628377;19854280;22101996;22754049;22890475;24726334;24072888;27145325;28801826
1599;NA;NA;NA;NA;NA;NA;NA;NA;18612380;18574649;20493953;21572006;22016480;23518233;22540408;26070142;26348556;28707568
1600;NA;NA;NA;NA;NA;NA;NA;NA;18416672;19240138;20092946;21323415;22484308;22661404;24399043;25797833;27542906;28731517
1601;NA;NA;NA;NA;NA;NA;NA;NA;17919925;19479729;19446799;21715670;22007877;24155952;23709642;24728839;27453205;28641131
1602;NA;NA;NA;NA;NA;NA;NA;NA;19118182;19591947;20600189;21829549;22266175;22956672;24384151;26291886;26577285;28870853
1603;NA;NA;NA;NA;NA;NA;NA;NA;18062939;19321651;20714061;21435935;22584231;23829951;24791649;25047745;27033687;28095312
1604;NA;NA;NA;NA;NA;NA;NA;NA;18063344;19139856;20732385;21247717;22691614;23928135;25092525;27110441;27833066;28487746
1605;NA;NA;NA;NA;NA;NA;NA;NA;18822455;19686473;20920491;21414927;22285025;23973351;25143614;25390208;26494872;27993674
1606;NA;NA;NA;NA;NA;NA;NA;NA;18327832;19449330;20036289;21220070;22628358;23782790;24936683;25944965;27158587;28240422
1607;NA;NA;NA;NA;NA;NA;NA;NA;18514546;19351556;20619347;21073958;22927984;22925010;24996120;25765593;27466633;28849573
1608;NA;NA;NA;NA;NA;NA;NA;NA;18037455;19176637;19787446;22833192;22300811;23443215;25100695;26026815;27927964;28420796
1609;NA;NA;NA;NA;NA;NA;NA;NA;17988896;18609429;20950590;21093595;22645045;23642802;24449854;25894812;26607442;28961522
1610;NA;NA;NA;NA;NA;NA;NA;NA;18633852;18448453;21093263;21471390;22452562;23648071;25570385;25234799;27113682;28707569
1611;NA;NA;NA;NA;NA;NA;NA;NA;18674592;19712703;20164333;21391255;22494771;23707589;24025064;25366500;26223258;28402478
1612;NA;NA;NA;NA;NA;NA;NA;NA;17997284;18599241;20006720;21163274;22389415;23817894;24506228;26041611;27107154;28129055
1613;NA;NA;NA;NA;NA;NA;NA;NA;18644242;19326289;20203374;21640136;22071630;24223118;24937269;25449743;26853846;28285241
1614;NA;NA;NA;NA;NA;NA;NA;NA;18358742;19632890;20547615;21671045;21898674;23294162;24434677;26037664;26456561;28549645
1615;NA;NA;NA;NA;NA;NA;NA;NA;18427123;18485263;20472078;20804848;21903460;23454569;24561099;25982488;27195523;28939433
1616;NA;NA;NA;NA;NA;NA;NA;NA;18973606;19501072;19803682;21311056;21733577;23518270;25040580;25562688;26892858;28063973
1617;NA;NA;NA;NA;NA;NA;NA;NA;18469565;19338714;19457939;21994378;22819309;22499027;24554554;26227437;26787068;28539425
1618;NA;NA;NA;NA;NA;NA;NA;NA;18524902;18848897;20373397;21159729;22883925;23235196;25006636;26558775;26902821;28870286
1619;NA;NA;NA;NA;NA;NA;NA;NA;18597794;19699186;20419567;21695720;21945693;23826933;25109529;25277495;25662715;26732626
1620;NA;NA;NA;NA;NA;NA;NA;NA;18155254;19398017;19782094;20946058;22659393;22965825;24666131;25036523;27000301;27578805
1621;NA;NA;NA;NA;NA;NA;NA;NA;18343687;19671967;19400684;22432421;22465075;23777760;24246693;25537826;27381253;28343082
1622;NA;NA;NA;NA;NA;NA;NA;NA;18590800;18977448;20026225;21640135;22336871;24157392;24719099;25156697;26179147;28336425
1623;NA;NA;NA;NA;NA;NA;NA;NA;18383250;19144846;20826657;21298512;22113088;23707425;22977200;26209802;27513302;28698012
1624;NA;NA;NA;NA;NA;NA;NA;NA;18164628;19442745;20070577;21593339;21867762;23784668;24452906;26237299;26707889;28372994
1625;NA;NA;NA;NA;NA;NA;NA;NA;18166203;19710316;19920058;21872129;22088655;23832422;23162047;25270242;27583444;28891519
1626;NA;NA;NA;NA;NA;NA;NA;NA;18355627;19278129;20203185;21335292;22579855;23726779;25059843;25659462;26173572;28392909
1627;NA;NA;NA;NA;NA;NA;NA;NA;NA;19228976;21078973;21889948;22209811;24027101;23386740;25868150;26711997;27600847
1628;NA;NA;NA;NA;NA;NA;NA;NA;NA;18381769;20371811;20797441;21888980;23982186;25242360;25413183;27391013;28008079
1629;NA;NA;NA;NA;NA;NA;NA;NA;NA;19302160;19651222;20692351;22548809;23850465;25227006;26132365;27620984;28588065
1630;NA;NA;NA;NA;NA;NA;NA;NA;NA;19968401;20600962;21622479;22377261;23500969;24487121;25726862;26365506;27384054
1631;NA;NA;NA;NA;NA;NA;NA;NA;NA;18987102;20080932;21960411;22902923;24184103;25012096;26377472;26673115;28433093
1632;NA;NA;NA;NA;NA;NA;NA;NA;NA;19605642;20598238;21126586;21798113;23535458;25281889;26311189;26606725;27859884
1633;NA;NA;NA;NA;NA;NA;NA;NA;NA;19151375;19084220;22022589;21884803;23986240;24719138;25526821;27364143;29228027
1634;NA;NA;NA;NA;NA;NA;NA;NA;NA;19397867;20657777;21265605;22119187;23820976;24969119;25527368;26833917;28338962
1635;NA;NA;NA;NA;NA;NA;NA;NA;NA;19692514;20423753;20684660;22990034;24107956;25322939;26205825;27236373;28077722
1636;NA;NA;NA;NA;NA;NA;NA;NA;NA;19490021;19445606;21034833;21821136;23927991;23876245;26054874;27168331;28327054
1637;NA;NA;NA;NA;NA;NA;NA;NA;NA;19294641;20045472;20406268;22193727;23066733;24583185;26446226;25260708;28449077
1638;NA;NA;NA;NA;NA;NA;NA;NA;NA;19481155;18829134;21612817;22386903;23911779;25193417;25698699;26503708;27401793
1639;NA;NA;NA;NA;NA;NA;NA;NA;NA;19259989;19878725;21316465;22751186;22788694;24403145;26523778;27870507;27666559
1640;NA;NA;NA;NA;NA;NA;NA;NA;NA;19368816;20677377;21357529;22289802;23770124;24135167;26061413;27440243;28398812
1641;NA;NA;NA;NA;NA;NA;NA;NA;NA;19559343;19733672;21238468;22797273;23740049;24742205;25799565;27071309;27838429
1642;NA;NA;NA;NA;NA;NA;NA;NA;NA;18938008;21053763;21795052;22459041;24312382;25163855;25843940;27130413;28193488
1643;NA;NA;NA;NA;NA;NA;NA;NA;NA;19319895;19490403;20201631;22445776;22728314;23986267;25406367;27777015;28008075
1644;NA;NA;NA;NA;NA;NA;NA;NA;NA;19378275;20399622;20868756;22391609;23926041;22928842;25476118;27072014;28842415
1645;NA;NA;NA;NA;NA;NA;NA;NA;NA;19321775;19153890;21236276;22331519;23254805;24802255;25793883;26208304;26523034
1646;NA;NA;NA;NA;NA;NA;NA;NA;NA;18564040;21047766;21829668;22632625;23664947;24196370;24974396;26484785;29055240
1647;NA;NA;NA;NA;NA;NA;NA;NA;NA;18855545;19833214;21738657;22317687;24139737;25610775;25532134;27046110;28677154
1648;NA;NA;NA;NA;NA;NA;NA;NA;NA;19858765;20623435;21989084;22100772;23994216;24411473;25234479;26866917;28381491
1649;NA;NA;NA;NA;NA;NA;NA;NA;NA;19228562;20615471;21649758;21945849;22571775;24453190;26072245;27233220;28069761
1650;NA;NA;NA;NA;NA;NA;NA;NA;NA;18466663;20670348;20673802;22398299;22678652;23281064;26102229;26777786;27659185
1651;NA;NA;NA;NA;NA;NA;NA;NA;NA;19555674;20540901;21254806;22623904;23958749;24988265;25742873;27899123;26083786
1652;NA;NA;NA;NA;NA;NA;NA;NA;NA;19184997;20225278;20444840;22672158;23839488;24784503;25862262;27307227;28142074
1653;NA;NA;NA;NA;NA;NA;NA;NA;NA;19568609;20808963;20451630;23020467;23917518;24283494;26413518;26489976;28238294
1654;NA;NA;NA;NA;NA;NA;NA;NA;NA;18061310;20125054;20164122;21769993;23928295;24954611;25784601;26608241;28709153
1655;NA;NA;NA;NA;NA;NA;NA;NA;NA;18466667;19301994;21901779;21736455;23593185;24706557;26117067;25882039;29109237
1656;NA;NA;NA;NA;NA;NA;NA;NA;NA;19224975;20113879;21181799;22975194;23751153;24647432;26206300;27157883;28241401
1657;NA;NA;NA;NA;NA;NA;NA;NA;NA;19645904;19735259;21160012;22230669;23470285;22965755;26158468;27864918;27677231
1658;NA;NA;NA;NA;NA;NA;NA;NA;NA;19376242;19883670;21906662;22595033;23384522;24231038;25857613;27027542;27767246
1659;NA;NA;NA;NA;NA;NA;NA;NA;NA;19321766;20157009;21035553;22857721;23856648;24825502;24903826;26243304;27897393
1660;NA;NA;NA;NA;NA;NA;NA;NA;NA;19232374;20010552;22049420;22886531;23735613;24800986;25446970;26889898;28392151
1661;NA;NA;NA;NA;NA;NA;NA;NA;NA;19148037;21148008;21664220;23016544;23714381;24790197;24603021;27620345;27989774
1662;NA;NA;NA;NA;NA;NA;NA;NA;NA;18996508;20886034;21892156;22104288;24194828;24905072;24770631;26787854;28126372
1663;NA;NA;NA;NA;NA;NA;NA;NA;NA;18930749;20420931;22079656;23259955;24148909;24505424;26093328;27371157;28132008
1664;NA;NA;NA;NA;NA;NA;NA;NA;NA;18951911;20805488;21093970;22245646;23352382;24911016;26047030;27090501;28669911
1665;NA;NA;NA;NA;NA;NA;NA;NA;NA;17644222;19948231;20728552;22001162;23611537;24440530;25481793;26272050;28714594
1666;NA;NA;NA;NA;NA;NA;NA;NA;NA;19595775;19683582;21568642;21812568;23142493;25173713;26509111;26945511;28362834
1667;NA;NA;NA;NA;NA;NA;NA;NA;NA;18809234;20797401;21642880;22833043;23517908;25122215;24756885;27350001;27130661
1668;NA;NA;NA;NA;NA;NA;NA;NA;NA;19213918;20214840;21757013;21801839;23743331;23620600;25483019;26947429;29256908
1669;NA;NA;NA;NA;NA;NA;NA;NA;NA;19020205;20436482;21813690;23077043;23527247;24398024;25858311;27292114;27862593
1670;NA;NA;NA;NA;NA;NA;NA;NA;NA;19545612;19858108;21521832;21877205;23922638;24905283;24464941;26343316;27311305
1671;NA;NA;NA;NA;NA;NA;NA;NA;NA;19418476;20371821;20194514;21692146;23719806;25035299;25759470;26683383;28100508
1672;NA;NA;NA;NA;NA;NA;NA;NA;NA;19185468;21115830;20865730;22829269;23849759;24352377;26226077;27553369;28322427
1673;NA;NA;NA;NA;NA;NA;NA;NA;NA;19736350;20177767;22021252;21822593;23023395;24387824;25640078;27219346;28074581
1674;NA;NA;NA;NA;NA;NA;NA;NA;NA;19420266;20371271;21135315;22396499;22773051;23322403;25754068;27377788;28778012
1675;NA;NA;NA;NA;NA;NA;NA;NA;NA;17990302;20703221;21390187;22985738;23906596;24691294;26399153;27020138;NA
1676;NA;NA;NA;NA;NA;NA;NA;NA;NA;19155745;20626198;22133766;22038706;23660526;24746174;25772668;28116235;NA
1677;NA;NA;NA;NA;NA;NA;NA;NA;NA;19297739;19925856;21382558;22157280;24074474;25178986;25391759;26968144;NA
1678;NA;NA;NA;NA;NA;NA;NA;NA;NA;19562629;20719923;21167946;23054671;23825408;24413019;25307948;26108614;NA
1679;NA;NA;NA;NA;NA;NA;NA;NA;NA;19674088;20141406;21755004;22565203;23897123;24607234;26367817;27523644;NA
1680;NA;NA;NA;NA;NA;NA;NA;NA;NA;18465746;20156568;20938153;22937001;23831528;24513024;26241850;26695705;NA
1681;NA;NA;NA;NA;NA;NA;NA;NA;NA;18792858;20462326;20840891;21907293;23345209;25062455;26596520;26723544;NA
1682;NA;NA;NA;NA;NA;NA;NA;NA;NA;19206877;20011033;21447093;22732492;23756137;24210423;24837478;26988705;NA
1683;NA;NA;NA;NA;NA;NA;NA;NA;NA;19111290;20558401;21325516;22308468;23069840;23994453;24845600;27298762;NA
1684;NA;NA;NA;NA;NA;NA;NA;NA;NA;19201515;20678494;21527791;22992489;23511846;24903633;25452576;26443679;NA
1685;NA;NA;NA;NA;NA;NA;NA;NA;NA;20179392;20362598;21385751;22062191;23454540;24612152;26102225;26858432;NA
1686;NA;NA;NA;NA;NA;NA;NA;NA;NA;19172654;19789883;21195295;21472819;22642711;25300720;26378440;24714209;NA
1687;NA;NA;NA;NA;NA;NA;NA;NA;NA;18614265;20863843;20146601;21790907;23647559;24354514;26076316;24059962;NA
1688;NA;NA;NA;NA;NA;NA;NA;NA;NA;19549837;19437418;22047731;22510246;24109953;25141213;25924627;26573559;NA
1689;NA;NA;NA;NA;NA;NA;NA;NA;NA;19964792;20967200;22014100;22704059;23201363;24434194;25700955;25659234;NA
1690;NA;NA;NA;NA;NA;NA;NA;NA;NA;19230621;20628197;20953710;21567659;23403574;24357099;25644435;26707888;NA
1691;NA;NA;NA;NA;NA;NA;NA;NA;NA;19422619;21096806;21701227;23028988;23834024;24487017;25562821;27838595;NA
1692;NA;NA;NA;NA;NA;NA;NA;NA;NA;19997633;20420928;20617881;22496865;22820891;24685436;25477369;27367793;NA
1693;NA;NA;NA;NA;NA;NA;NA;NA;NA;19833554;21252551;21286660;23041195;22736513;25570399;26427897;26070516;NA
1694;NA;NA;NA;NA;NA;NA;NA;NA;NA;19793990;19875650;21559448;22377443;23520599;24215973;26106544;27084690;NA
1695;NA;NA;NA;NA;NA;NA;NA;NA;NA;19520171;20226767;21277942;22852798;23304992;24376278;25840742;28268527;NA
1696;NA;NA;NA;NA;NA;NA;NA;NA;NA;19684560;21047762;21241718;22387024;24096208;24447026;25038426;27550556;NA
1697;NA;NA;NA;NA;NA;NA;NA;NA;NA;18949656;19662659;21780235;23236383;23761883;24971708;25904714;26777478;NA
1698;NA;NA;NA;NA;NA;NA;NA;NA;NA;19890012;19715765;21762783;22437943;23201236;24074459;26483212;26537750;NA
1699;NA;NA;NA;NA;NA;NA;NA;NA;NA;19393261;20150400;22110702;22921709;23390029;24866521;25661910;26589242;NA
1700;NA;NA;NA;NA;NA;NA;NA;NA;NA;18728677;20225122;21130173;22881457;23567890;24485273;24842782;27261878;NA
1701;NA;NA;NA;NA;NA;NA;NA;NA;NA;19101639;20417065;21803339;23048212;24048423;24560771;25526597;27776631;NA
1702;NA;NA;NA;NA;NA;NA;NA;NA;NA;19940188;20580827;22125485;22288393;23999426;25339737;26490857;26918589;NA
1703;NA;NA;NA;NA;NA;NA;NA;NA;NA;19193204;19596071;21775720;22245357;23383863;24718725;25902768;26970712;NA
1704;NA;NA;NA;NA;NA;NA;NA;NA;NA;19428532;19925191;21461381;22357722;23486960;24603676;25307796;26926800;NA
1705;NA;NA;NA;NA;NA;NA;NA;NA;NA;19242052;20388694;21209201;23287316;23810622;24867610;26026490;27054403;NA
1706;NA;NA;NA;NA;NA;NA;NA;NA;NA;18476755;20128672;21664279;22503140;23394712;24314346;25578628;27054437;NA
1707;NA;NA;NA;NA;NA;NA;NA;NA;NA;19890009;20440382;22194921;21858858;22473843;24126204;26200928;27004729;NA
1708;NA;NA;NA;NA;NA;NA;NA;NA;NA;19328661;19879364;20201630;21111514;23975732;25057944;26033566;27843697;NA
1709;NA;NA;NA;NA;NA;NA;NA;NA;NA;19170666;20493956;21144117;22040735;23800488;23552079;25086210;25978492;NA
1710;NA;NA;NA;NA;NA;NA;NA;NA;NA;19439594;21057432;20377359;22564480;23624171;24451066;25542533;27468527;NA
1711;NA;NA;NA;NA;NA;NA;NA;NA;NA;19240137;20633659;21134473;21826760;22422710;25571520;26351862;27019753;NA
1712;NA;NA;NA;NA;NA;NA;NA;NA;NA;19483688;20695655;22073141;22306797;23673468;25009169;26228890;25921976;NA
1713;NA;NA;NA;NA;NA;NA;NA;NA;NA;19449332;20123912;20965253;22406500;23673865;25227003;25842290;26894510;NA
1714;NA;NA;NA;NA;NA;NA;NA;NA;NA;20037218;20660717;20718931;22456451;24305826;24905972;25892332;27631540;NA
1715;NA;NA;NA;NA;NA;NA;NA;NA;NA;18976695;20423560;22174872;22279213;23873674;24128739;24948156;25537682;NA
1716;NA;NA;NA;NA;NA;NA;NA;NA;NA;19692672;20162600;21490964;22414592;23473798;23732886;26032148;27806119;NA
1717;NA;NA;NA;NA;NA;NA;NA;NA;NA;19342324;20494338;21613500;23183234;23562669;24084068;24984958;27284693;NA
1718;NA;NA;NA;NA;NA;NA;NA;NA;NA;19158659;19896144;22110623;22383502;22901597;24468081;25726458;26375210;NA
1719;NA;NA;NA;NA;NA;NA;NA;NA;NA;19964387;20399838;21275978;21365716;23981052;23770622;25603027;25819703;NA
1720;NA;NA;NA;NA;NA;NA;NA;NA;NA;19132609;20096528;21183158;22230646;23500898;25269517;26575255;26758836;NA
1721;NA;NA;NA;NA;NA;NA;NA;NA;NA;18571795;19896988;21866425;22572383;22610392;23131804;25959880;25976598;NA
1722;NA;NA;NA;NA;NA;NA;NA;NA;NA;19765238;20598548;21268669;22214785;23958867;23796527;25053224;25205663;NA
1723;NA;NA;NA;NA;NA;NA;NA;NA;NA;19334060;20350840;21818311;22387620;24236043;23679679;25997918;26767945;NA
1724;NA;NA;NA;NA;NA;NA;NA;NA;NA;19825347;20188841;22255193;22074898;23536062;24142480;26011391;27268040;NA
1725;NA;NA;NA;NA;NA;NA;NA;NA;NA;19428222;20815871;21556876;23137803;23086020;25261613;25882910;27566261;NA
1726;NA;NA;NA;NA;NA;NA;NA;NA;NA;19397900;19682587;21525857;22360642;23211991;24368614;26529535;27179312;NA
1727;NA;NA;NA;NA;NA;NA;NA;NA;NA;19759538;19453837;21346207;22418013;22807105;25002463;26196669;25596589;NA
1728;NA;NA;NA;NA;NA;NA;NA;NA;NA;19034055;19913625;21671738;21706377;24204242;24929635;26674860;27195792;NA
